_id,id_str,screen_name,created_at,retweets,text
5a6b8d22a65fbf0684b19635,956984763763580928,TomCarmodyCS,2018-01-26 20:18:42,3,New Report Says Dutch Have Absolute Proof Russia Was Behind 2016 Election Hackinghttps://t.co/3pc5w1XgbD
5a674b25a65fbf05839b2c0d,955814395749126144,BailoutBarack,2018-01-23 14:48:04,0,@Jim_Jordan The DEM "ask" is a Trojan Horse for Mass Amnesty.DEM "ask" = Citizenship for ALL "dreamers" + chain migration = 7-10 Million getting Amnesty!"Dreamer" = Anyone who claims they entered under 18!Who can verify claims of "undocumented" people anyway?!
5a662d06a65fbf058398536a,955507178822975488,Decvur,2018-01-22 18:27:18,0,I added a video to a @YouTube playlist https://t.co/ZiUtyxZhXl "Virus" - Doki Doki Literature Club! Song by Andrew Stein [Video
5a6ac63da65fbf0684af18e0,956771203888373760,Iam515,2018-01-26 06:10:05,0,Ten trends that will change business cyber security protection in 2018#LawFirms #Attorneys #Lawyers #LegalTech#cybersecurity #facialrecognition #biometricshttps://t.co/32cHQnQPgl
5a6626d1a65fbf0583983cff,955500514183204864,davedaprile,2018-01-22 18:00:49,0,#CyberSecurity Spectre and Meltdown: Linux creator Linus Torvalds criticises Intel's 'garbage' patches - Linux guru complains about approach to patching the chip flaw. https://t.co/Aia1U1a3TC
5a6728b8a65fbf05839ac27d,955777431419392001,websecurite,2018-01-23 12:21:11,0,RT @isachintiwari: IOTA cryptocurrency heist: Hackers 'steal $4m' from accounts using phishing scam #Cryptocurrency #Hacker #DavidSønstebø https://t.co/w7SmXqyPR8 https://t.co/TQ7xOYhZZM
5a66ddcfa65fbf05839a2653,955696997478031360,hecticameron,2018-01-23 07:01:34,0,@HunterRowland hacked ur acc https://t.co/UCYUIJrruK
5a669aaba65fbf0583999b38,955624904597975040,markITwrite,2018-01-23 02:15:06,0,7 Tell-Tale Warning Signs That You Have Been Hacked: https://t.co/kUI3hPIbe2 #WarningSigns https://t.co/h2MY59GuDo
5a6b113aa65fbf0684afb093,956851721401176067,maistrucom,2018-01-26 11:30:02,0,#cybersecurity #infosec news from @maistrucom. Today at 12:30 PM (UTC+1): total #attacks from unique ip addresses.
5a6b11fca65fbf0684afb359,956852535901474817,CoopDarwin,2018-01-26 11:33:16,0,@JohnClarke1960 @IainMcNicol Facebook allows Tory to plant agents in Facebook and is hacking in users devices and suppressing support for the Labour party. One of the method is to restrict posts to only group administrated by the user and block the sharing of posts to groups to which he/she has a membership
5a6a3feca65fbf0684ad93eb,956626979779989504,HeavenEarthFilm,2018-01-25 20:36:59,0,Omnibus Crowdfunding Series: Hacking Kickstarter Indiegogo: Secrets to Running a Successful Crowdfunding Campaign on a Budget / Kickass Kickstarte... https://t.co/J4rzOtjnNo
5a669c3ea65fbf0583999ead,955626598501404672,InstinctMCR,2018-01-23 02:21:50,0,Giovanni can actually be battled in HGSS but is currently unaccessable without hacking. He will probably be in an upcoming event #PokemonGo #PokemonGOuk
5a6ad06fa65fbf0684af2b31,956782148861612032,UncleSamLand,2018-01-26 06:53:35,0,|Hack the Pentagon: US military launches bug bounty program || WIRED UK https://t.co/OdqySTbXIW|
5a6bb644a65fbf0684b224e7,957028928031547392,uncorkcap,2018-01-26 23:14:11,0,.@GreatHorn is a #cybersecurity company that offers enterprises cloud-native protection against message-based threats built with machine learning and automated response. #uncorkcap https://t.co/kbHMqh3MWg
5a6a0b24a65fbf0684ace9a8,956570305908170752,EoqKirah,2018-01-25 16:51:47,0,Not the typical twitter virus https://t.co/CJhlIQ052b
5a6abfa9a65fbf0684af0d3e,956764135793938433,CyberDomain,2018-01-26 05:42:00,0,Virtually Eliminate Account Hacks Do you have less than 5 password https://t.co/6Zvgj1X8gx #Cybersecurity #Bitcoin https://t.co/mYRCAez5SE
5a6698cca65fbf05839996d0,955622884130488320,RazerxpYugioh,2018-01-23 02:07:04,0,I added a video to a @YouTube playlist https://t.co/0opgz06g31 .hack//G.U. Last Recode Walkthrough (PS4) #59 - Optional Area Word
5a667f19a65fbf05839955a0,955595304908312576,VeganHealthDiet,2018-01-23 00:17:29,0,Info: #Silver nitrate has been shown 2b effective in inhibiting the development of the #herpes simplex type1 #virus: https://t.co/j2cRQaY8Zr
5a666e9ba65fbf05839929f1,955577594639986688,StateofGlobe,2018-01-22 23:07:06,1,The latest The State of Globe Daily! https://t.co/hnLxx2Gaq2 Thanks to @BCAppelbaum @nerossister @jasonemryss #bitcoin #cybersecurity
5a6b36cca65fbf0684b03f31,956892058697990144,IntellifloLtd,2018-01-26 14:10:19,1,Don't be a victim of an email phishing attack. Learn more on how to protect your organisation here:  https://t.co/3FFWi1OeVy #phishing #cybersecurity #IFA https://t.co/bsw3guZyK0
5a6a60c3a65fbf0684ae02d3,956662240534581249,MarcoPark21,2018-01-25 22:57:06,0,RT DeepLearn007 "Cyber threats: 2018 and beyond#AI #MachineLearning #DeepLearning #BigData #ML #DL #CyberSecurity #HealthTech #tech https://t.co/JKOVoYTkQ1 https://t.co/p1q2Vmzhup"
5a6abbb1a65fbf0684af0557,956759877644267520,malware_sec,2018-01-26 05:25:05,0,@OxFemale Process Explorer is definitely the tool for the job if you want detailed info. This was more of a helper function from my process injection tool but I wanted to release it as a stand-alone tool in case anyone needed a command line version
5a6b028da65fbf0684af9208,956835963484991488,PliveCalmer,2018-01-26 10:27:25,0,Adobe Microsoft team up to exploit emotions. #MAGA
5a6a01f1a65fbf0684accc29,956560431472050176,musicismyradar,2018-01-25 16:12:33,0,A lovely little musical moment: the "I'm just a little run down here at the moment" in The War On Drugs' 'Eyes To The Wind'. A moment of vulnerability amid their usual bombast.
5a6b76bea65fbf0684b13df8,956960721539133440,SouthboundRiser,2018-01-26 18:43:10,0,And... #MealyMouthMitch blocked efforts to expose it right? #mitchmcconell https://t.co/7lk30jGZnt
5a675a01a65fbf05839b60ae,955830351938678785,timstarks,2018-01-23 15:51:29,0,Our man @Cory_Bennett wrote this nice juicy opener in today's @MorningCybersec and I left his "with help from" byline off in the early edition. I'm a jerk. This is my recompense. https://t.co/9MNrKsh3tE
5a6677b8a65fbf05839942bf,955587376763596800,theautomatski,2018-01-22 23:45:59,0,Purchase RSA 2048 bit cracking software. For US$ 1bn/license/year email us on info@automatski.com we need the money you need what you need for reasons which we don't want to know.  we won't judge you ;-) no questions asked none answered. #oklahomacity #columbus #venture #sale https://t.co/2dsRpbUQc5
5a6a49fda65fbf0684adb294,956637788597882888,leomonbutgay,2018-01-25 21:19:56,0,cm30's garbage romhacks have conditioned me to be wary whenever i hear this song in a smw hack https://t.co/L3O9DhteUq
5a67121da65fbf05839a8d17,955753161016467456,Hackers_toolbox,2018-01-23 10:44:45,0,SQLi and Web Attack Framework: Enema SQLi https://t.co/DYrGnzxCGL #InfoSec #CyberSecurity #Security
5a69fe2aa65fbf0684acbf5c,956556373524926464,seraphina444,2018-01-25 15:56:26,1,That rich old men went to an event to exploit younger needy women; what's the shock in that? They do this in every boardroom or company. Women are abused in so many ways if they don't play they are difficult bitches.#MeToo https://t.co/PQpf1bbYTy
5a6ba723a65fbf0684b1f3d9,957012682250493952,SandiaWisdom,2018-01-26 22:09:38,3,Hey everybody Happy Friday. Today's https://t.co/zVMcuWEnLM hacking shoutout greeting goes to our Paris friends whose bot just keeps trying and trying day in and day out the same old thing without success. Guys if there's something you really want to know just ask. -Pita https://t.co/V2V2YeH7R9
5a673388a65fbf05839addaa,955789042884468736,peady63,2018-01-23 13:07:20,0,@Morning_Joe @SenatorRounds @SenAngusKing Lmao if you needed proof Joe is a hack he has given it in the comments this morning he is getting his talking points from Lindsey Graham now blaming Miller
5a6b5314a65fbf0684b0b108,956922429510569985,NYSAPE,2018-01-26 16:11:00,0,@leoniehaimson &amp; @JeanetteDeut  on @linewsradio w/ Jay Oliver talking NYS Questar data breach https://t.co/uYARp6Ss55
5a6b9a70a65fbf0684b1c6b5,956999045137993734,uidesignpattern,2018-01-26 21:15:27,0,Grow your Audience. No bullshit growth hacking course that focuses on helping you grow your traffic and revenue. https://t.co/EO3GIIDkVv https://t.co/mlv9KbLFLx
5a6b954aa65fbf0684b1b304,956993519868108808,Jinklebottoms,2018-01-26 20:53:29,0,The purpose of this eight hour training course is to prepare the community and the emergency services sector for the climate adaptations and systems vulnerabilities that might occur from hazard impacts. #taysci7
5a6b4a76a65fbf0684b08e68,956913176783785985,1BitcoinNews,2018-01-26 15:34:14,0,$400 Million Hack? Japanese Cryptocurrency Exchange Halts Withdrawals as… https://t.co/fIw5dlRWyw #bitcoin #news
5a6ba6caa65fbf0684b1f27e,957012311746711554,CRIAdvantage,2018-01-26 22:08:10,0,The Global CyberSecurity Daily from CRI Advantage is out! https://t.co/UhkH6AdYyD Stories via @CybersecuritySF @BanyanWater @LeenVanWambeke
5a6a735ba65fbf0684ae4204,956682206264610816,midniteblue71,2018-01-26 00:16:26,0,Water is a necessity in life. https://t.co/ZsxEeN4mC5
5a670533a65fbf05839a7253,955739295238774784,Malshanii,2018-01-23 09:49:39,0,3 powerful ways to hack your life find focus and get more done https://t.co/NQvgRh4Nia via thenextweb#entrepreneur#productivity https://t.co/W4T3dT26ho
5a6775ada65fbf05839bbbd1,955860063801004033,tirolith,2018-01-23 17:49:32,0,Being fearless precisely when you are most scared is the best hack- James Altucher.  https://t.co/JS00KZHBx4 #well-being #healthy #wellness https://t.co/WRnzSZxbki
5a6774a9a65fbf05839bb88f,955858975429296128,dahreal_djptrsn,2018-01-23 17:45:13,0,@SethAbramson It means nothing you hack and you know it. Your false narrative is being blown to smithereens. The only illegal activity was done by your handlers. Tick tock #TheStormHasArrived and you’re going to get blown away.
5a66c3c5a65fbf058399f593,955669040365801472,NickNYIslesMets,2018-01-23 05:10:29,0,@neoconfederate1 @FreemarketAnarc @ScottAdamsSays Obamas DHS hacking state election boards? Do you just make this stuff up as you go?
5a6745fea65fbf05839b1b88,955808865358110720,theautomatski,2018-01-23 14:26:06,0,Purchase RSA 2048 bit cracking software. For US$ 1bn/license/year email us on info@automatski.com we need the money you need what you need for reasons which we don't want to know.  we won't judge you ;-) no questions asked none answered. #madison #nashville #bitshares #dubai https://t.co/MeiW3RfIOu
5a6a7097a65fbf0684ae393e,956679237850816512,newsoneplace,2018-01-26 00:04:39,0,(Reuters):#Facebook says removed #Kaspersky Lab from list of anti-virus choices last year : WASHINGTON.. https://t.co/TAVTdgXfLj
5a6704e9a65fbf05839a71b1,955738983778213888,Cute_Struggle,2018-01-23 09:48:25,3,~My eyes are bleeding..Time to exploit my pain.Come take a peek of mypainorgraphy. Black trauma is          their pornography. Beaten black skin isorgasmic seeing blacksbleed is like watching them cumming. The screams of the men and women are moaning.#poetry #poet
5a6a0964a65fbf0684ace3e1,956568429145870337,heckma_,2018-01-25 16:44:20,0,@audrey_quist I was hacked
5a6a1ab0a65fbf0684ad1b44,956586985560379393,chefalexander1,2018-01-25 17:58:04,0,@instagram I am having serious issues with my Instagram account and may have been hacked and need further support than the online options. Please let me know if someone can help me restore my account to get back to posting! Thanks!
5a6736b5a65fbf05839ae60b,955792452572647426,DjMarcoAndre,2018-01-23 13:20:53,0,United States virus allergic reaction or exposure to a toxin. Diagnosis is difficult. Bacteria ...cause diphtheria or Lyme disease can lead to myocarditis as..parasites molds https://t.co/EgGDstfUiO
5a66d24ba65fbf05839a1281,955684636583186432,Kostian_V,2018-01-23 06:12:27,1,#Cyber : "Chinese Hacking Against #Taiwan: A Blessing for the United States?" - #China  https://t.co/DGhBfpGw0M
5a6ab2f3a65fbf0684aef278,956750488254349314,yadkny,2018-01-26 04:47:46,0,RT 2018 Gift Card/Gift Certificate New Beginnings Giveaway Valid Cont USA/18+ Ends 2/15 1-Winner @BillElliott2006 https://t.co/LbtsnAJpfG
5a6aa61ca65fbf0684aed66b,956736705440243712,RPG1234ninja,2018-01-26 03:53:00,0,@ChxnVii You should really remove mackeeper it’s a virus and I heard sends your personal info to mackeeper. The drawing is great but I wanted to make sure your computer is safe so you can continue to make great art :)
5a6b9d3ca65fbf0684b1d0fe,957002052445655040,Deplorable_OK,2018-01-26 21:27:24,0,And they wonder why we refer to them as #FakeNews. #ReleaseTheMemo https://t.co/goGa2KOD1D
5a664360a65fbf058398a6cd,955531177288445952,Hardware_Store1,2018-01-22 20:02:40,0,Shafer MN USA - Tool Maker - #Building high quality injection molds. Programming using MasterCam 2D and 3D CNC machining https://t.co/0MktqjWMTl #LUMBER
5a6a52e1a65fbf0684adcfc1,956647334548422656,kefkapelazzo,2018-01-25 21:57:52,0,@frankier659 @WickedFairie01 @Russell85740079 @GetOffMyLawn23 @RepAdamSchiff @realDonaldTrump Wrong again.This doesn't take into account Russian hacking of EVMs. https://t.co/io6Nr41OCj
5a6a409ba65fbf0684ad9605,956627713346990080,RonRogersNC,2018-01-25 20:39:54,1,@BlueBoxDave @varadmehta For me it is not that 44 was caught with Farrakhan but on the same day that Fox Sports gets called out for ZERO coverage of Nassar trial after signing huge deal with MSU. The problem is the media continues to be advocates and not journalists. While denying it.
5a6a6d7ea65fbf0684ae2f8b,956675911310508033,DJSimon4,2018-01-25 23:51:26,0,@dabearsblog 46 active on game day. Multiply that by 32 teams. That’s nearly 1500 dressed every week. That doesn’t include the additional 7 on the 53 man roster plus practice squads. Call it 1800 guys. Then you want to add another league? Zero quality. Same as the XFL’s first try.
5a6ae1bfa65fbf0684af4e5a,956800736679018497,marshxrry,2018-01-26 08:07:26,0,Avakin Life Hack - 2018 AvaCoins and Diamonds Cheats https://t.co/Y6Nq6fM0uh via @YouTube
5a663bf5a65fbf0583988d9d,955523212112166914,duckygirl333,2018-01-22 19:31:01,0,@williamlegate what is up with this. https://t.co/GZ3rkGApQV
5a672dffa65fbf05839acef0,955783100759453697,gagglemap,2018-01-23 12:43:43,0,The Latest PS4 Hack (4.05) May Cause Future Compatibility Issues PS2 Emulation Made Possible - SegmentNext https://t.co/R75RFFUhpn https://t.co/Y5nGGK39dU
5a6b8347a65fbf0684b1705e,956974182192967680,arcsine,2018-01-26 19:36:39,0,‘Hey you hippies like the Dutch so much. Here’s an anecdote we planted oops found in a Dutch publication.’ All the CIA/NSA/FBI-loving RU-hating hook-line&amp;sinker-swallowing liberals were ecstatic to push this ‘Dutch CIA proves RU hacking story’ at Progressives. https://t.co/HA4UEoVWKr
5a6abd43a65fbf0684af0910,956761561732857856,Myunjobs,2018-01-26 05:31:46,0,#myunjobs #Harare Zimbabwe - Swiss Agency for Development and Cooperation looking for  Zimbabwe: CALL FOR TENDER: INSTITUTIONALISATION SERVICE PROVISION – SADC REGIONAL VULNERABILITY ASSESSMENT AND ANALYSIS PROGRAMME @ https://t.co/exuI5CTvkV
5a6627caa65fbf058398402d,955501554492166155,Moore_DavidL,2018-01-22 18:04:57,0,Is Intel stalling as Linus sugests on resolving the problem of Meltdown vulnerability of their CPUs? Could they be providing half-baked patches with an eye to a process of planned obsolescence? https://t.co/qOKMpUrR5Z
5a6b2176a65fbf0684afee3c,956869151045267456,toshimitec,2018-01-26 12:39:18,0,Coincheck Hacked: "The Biggest Theft in the History of the World" https://t.co/OtVgNd0QXA
5a664a2ca65fbf058398ba97,955538475717156864,Francisco_DA57,2018-01-22 20:31:40,0,@JoyAnnReid It's great when a Hack gets Hacked!!!
5a6b96eba65fbf0684b1b942,956995269605969920,webcodegeeks,2018-01-26 21:00:27,0,The Top 5 Mistakes #AngularJS Developers Make Part 4: Hacking the DOM https://t.co/E6awajXiVB
5a66a331a65fbf058399ae5c,955634060386123782,robinbackwards,2018-01-23 02:51:29,1,@CAmandaMKMMA @thehill The Republican Party’s own internal polls tell us that Russia hacked the results of not only the 2016 presidential election but the congressional races as well. No wonder the GOP is so scared of what the Trump-Russia investigation is turning up.
5a6a5a61a65fbf0684adeb14,956655385561137152,BK2020GR,2018-01-25 22:29:52,0,@JohnCornyn Put the vets to work securing the border. We have a wall of wounded warriors &amp;no one better to do the job. Watch towers video surveillance &amp; drones. 2000 miles - NO PROBLEM! Let the vets determine our vulnerabilities. 2 solutions in one idea. Solves both effectively. DACA VETS
5a6b7502a65fbf0684b1364a,956958861834924033,HenroidT,2018-01-26 18:35:46,1,Trump makes embarrassing remarks overseas. The Dutch can prove the Russia hack of the US 2016 election. There's proof Trump ordered Mueller fired. And the best @TheDailyShow can come up with is "what if Trump saw everything as boobs?"
5a672771a65fbf05839abf4e,955776060288679937,calliecatte,2018-01-23 12:15:44,0,Life hack: save money on meals by taking cold medication and falling asleep from exhaustion immediately upon getting home from work
5a6b1c68a65fbf0684afdb7a,956863725843165184,jmv6109,2018-01-26 12:17:44,0,@seanhannity @realDonaldTrump More Russian hack email releases?
5a6a61dea65fbf0684ae06af,956663430039027712,koromanti,2018-01-25 23:01:50,0,@realDonaldTrump @NASA #RussoRepublicans #AmJoy #donlemon #TrumpSlump #CNN  #FakeNews #ReleaseTheMemo #FindTheTexts #FisaAbuseMemo #Hacking #TrumpFoundation #IvankaTrump #Hannity #Iran #WEF2018 #POTUS #Política #Mi6 #LondonMarathon #Davos TRUMP KNOWS EXACTLY WHAT HE’S DOING 🇷🇺🇷🇺🏌️ #TrumpShutDown https://t.co/mOflM5cO6B
5a6a7381a65fbf0684ae428e,956682368248500224,KravBella,2018-01-26 00:17:05,0,A Dutch agency just revealed it has footage of Russians hacking the 2016 election https://t.co/QYoxfZ6Iid
5a6b81c5a65fbf0684b16a67,956972563967741959,freddy_cyber,2018-01-26 19:30:13,10,Rick Ledgett Former Director #NSA to speak on "Breach Response Strategies: A Critical Element of the Offensive Cyber Continuum" at the Jan 29th #ICITWinterSummit - Register Today!    #Intelligencecommunity #IC #cybersecurity #hack #ICIT https://t.co/hk6Ks0tEBy
5a6a8d66a65fbf0684ae946c,956710163913822208,truMalma,2018-01-26 02:07:32,1,leftists "people don't know how to consume news anymore we need to censor people oh and them conspiracy theories"Also leftists: "muh russia! Muh russian bots! ELECTION HACK! Trump is really stupid and always tricking everybody succesfully that's why he got the presidency"
5a6ae35ea65fbf0684af51b9,956802477927608320,rdibsite_np,2018-01-26 08:14:21,0,#NowPlaying Airborne Blues Virus - Big Red
5a6b61d4a65fbf0684b0e892,956938265021607936,Mistapolemphone,2018-01-26 17:13:56,0,The hijacking of the People continues. https://t.co/9aVqNhltdi
5a6bbd3fa65fbf0684b23958,957036424154447873,_chimchimtim_,2018-01-26 23:43:59,0,Both dems/GOP got hacked. Dem email released but not GOP's.Now a lot of GOP pols dealing in spooky conspiracies &amp; generally acting suspicious af.Coincidence?
5a66ba72a65fbf058399e2e4,955659025827311621,ToontownJuggalo,2018-01-23 04:30:41,0,@OwenBenjamin @kufan281 @wrongthinkbot @TitusNation And you're a washed up hack who ran away to cut trees down in the forest.
5a6b3090a65fbf0684b02650,956885366757363714,DVizabella,2018-01-26 13:43:44,0,How to Pronounce Burnlington ↺RT❤ https://t.co/Gz7feqcc1F #Match #quantum #docket #cost #char #enroll #ruffle #arouse #getmad #peg #exploit #playthegame #mating #mate #menology #have #betantamountto #tailor #blend #erode #slate #ringer #angries #Burns #row #infla
5a6a7315a65fbf0684ae411d,956681912659169280,ksadee_,2018-01-26 00:15:16,0,i feel like somebody tryna hack my twitter
5a66354ca65fbf058398727a,955516058932191232,creoseclabs,2018-01-22 19:02:35,0,40000 Potentially Impacted in OnePlus Payment System Hack https://t.co/4icxrsEqTj #cybersecurity #creoseclabs
5a6692d6a65fbf0583998840,955616496356478977,muralipiyer,2018-01-23 01:41:41,0,Look how great china is. https://t.co/aK93hSs4Vf
5a673ca8a65fbf05839afa52,955798839167942663,PathogendGA,2018-01-23 13:46:15,0,12 people have died of complications from the flu virus in Georgia. Pathogend of Georgia can help end the path of infection. Most rooms take less then an hour and 99.9999% effective. .@georgiagov  @georgiadeptofed  .@GAHealthInfo .@FultonCoSchools   #flu #fluseason WE KILL GERMS
5a6a6949a65fbf0684ae20e9,956671392317169665,KelMcGDeepBluC,2018-01-25 23:33:28,0,Hack Your Awe at https://t.co/EndKF8Z9sQ #MakeADayBetterIn5Words https://t.co/lkUbFsLXfs
5a6b9f33a65fbf0684b1d8ba,957004163753263104,That_Bitch_16,2018-01-26 21:35:47,0,@politico @nikkihaley She’s not his type although clearly she’s got some kind of game to be hanging on to her gig while completely unqualified. But his #WHWife is obviously #HopeHicks. Don’t hate on @MichaelWolffNYC for pulling off the Trojan Horse move of the decade
5a6683dda65fbf05839962a7,955600419232927744,Brobsock,2018-01-23 00:37:48,0,@metasynthie none of these hack copy-cats we have today would have profound insight into badness required to draw a loose hoodie vacuum sealed to a man's abs. 😤 https://t.co/UG4neWIso6
5a6b1f5fa65fbf0684afe675,956866908988456961,RezaApriadi0001,2018-01-26 12:30:23,0,Hack
5a67641ea65fbf05839b8406,955841212639948801,Napear99,2018-01-23 16:34:38,0,"Google hacker found a critical flaw in Blizzard Games that expose millions of PCs to DNS Rebinding attacks" https://t.co/BN3CNBijyx #cybersecurity #infosec
5a6b749fa65fbf0684b13465,956958444468056064,Tynishapzzr,2018-01-26 18:34:07,0,#World 'Day Zero': Water shut-off looms in South Africa's Cape Town - Washington Post
5a6b30e5a65fbf0684b0277e,956885699378204673,whatsonmoney,2018-01-26 13:45:03,0,Coincheck Halts Operations Amidst Hacking Rumors After $723 Million Withdrawn - https://t.co/3m0S3V2VcU#finance #money #financial
5a6b4cbea65fbf0684b097cc,956915626471194625,Jaime_ASantos,2018-01-26 15:43:58,0,@judgejeffbrown I remember many a day as a law clerk faced with a copyright case and zero background in copyright law.  It was a lifesaver.  (And I'd still turn to Nimmer for copyright issues today!)
5a66aee4a65fbf058399c97f,955646619697008640,BasedSwordsman,2018-01-23 03:41:23,0,I used oddball pasword and still get hacked all the time
